cliente_id,tipo_cliente,ciudad,grupo,convirtio
C00436,Minorista,Quito,Tratamiento,0
C01705,Minorista,Quito,Tratamiento,0
C01288,Minorista,Loja,Tratamiento,0
C00309,Mayorista,Guayaquil,Control,0
C00431,Minorista,Cuenca,Tratamiento,0
C00371,Mayorista,Guayaquil,Control,0
C00567,Mayorista,Quito,Control,0
C01749,Minorista,Quito,Tratamiento,0
C00182,Minorista,Quito,Tratamiento,0
C01730,Minorista,Cuenca,Tratamiento,0
C00622,Minorista,Guayaquil,Tratamiento,0
C00675,Minorista,Quito,Tratamiento,0
C01126,Minorista,Guayaquil,Tratamiento,0
C00782,Minorista,Quito,Control,0
C01656,Mayorista,Quito,Tratamiento,0
C00297,Minorista,Guayaquil,Tratamiento,0
C00745,Minorista,Guayaquil,Tratamiento,0
C00462,Minorista,Cuenca,Control,0
C01174,Minorista,Quito,Control,0
C00977,Minorista,Guayaquil,Control,0
C00378,Minorista,Guayaquil,Tratamiento,1
C01284,Mayorista,Quito,Control,0
C00106,Minorista,Quito,Control,0
C00127,Minorista,Manta,Control,0
C01024,Minorista,Quito,Tratamiento,0
C00793,Minorista,Guayaquil,Control,0
C00356,Minorista,Cuenca,Control,0
C01459,Minorista,Guayaquil,Tratamiento,0
C01210,Minorista,Quito,Tratamiento,1
C00932,Minorista,Quito,Control,0
C00210,Minorista,Loja,Tratamiento,0
C00731,Mayorista,Guayaquil,Control,0
C00141,Minorista,Guayaquil,Control,0
C01293,Minorista,Guayaquil,Tratamiento,0
C01203,Mayorista,Guayaquil,Control,1
C00911,Minorista,Quito,Tratamiento,0
C01420,Minorista,Cuenca,Tratamiento,0
C01558,Mayorista,Quito,Control,0
C00862,Minorista,Manta,Tratamiento,0
C01143,Minorista,Quito,Tratamiento,0
C00712,Mayorista,Cuenca,Tratamiento,0
C00707,Minorista,Quito,Tratamiento,0
C00011,Minorista,Quito,Tratamiento,0
C01603,Minorista,Guayaquil,Tratamiento,1
C01326,Mayorista,Manta,Control,1
C00283,Minorista,Manta,Tratamiento,0
C00292,Minorista,Guayaquil,Tratamiento,0
C00627,Minorista,Manta,Tratamiento,0
C01223,Mayorista,Loja,Control,1
C01076,Minorista,Manta,Tratamiento,0
C00130,Minorista,Quito,Tratamiento,0
C01194,Minorista,Quito,Tratamiento,0
C00324,Mayorista,Cuenca,Tratamiento,1
C00951,Minorista,Guayaquil,Tratamiento,0
C00695,Mayorista,Manta,Control,1
C01504,Minorista,Quito,Tratamiento,0
C01678,Mayorista,Quito,Control,0
C00713,Mayorista,Cuenca,Control,1
C01695,Mayorista,Cuenca,Control,1
C00988,Minorista,Manta,Tratamiento,0
C01458,Minorista,Guayaquil,Control,0
C01476,Minorista,Manta,Tratamiento,0
C00159,Minorista,Manta,Tratamiento,0
C00810,Mayorista,Quito,Control,1
C00635,Minorista,Guayaquil,Tratamiento,0
C00517,Mayorista,Cuenca,Control,1
C01285,Minorista,Loja,Tratamiento,0
C00598,Mayorista,Guayaquil,Control,0
C00196,Minorista,Quito,Tratamiento,0
C01787,Minorista,Loja,Control,0
C01685,Minorista,Cuenca,Tratamiento,0
C00411,Minorista,Guayaquil,Tratamiento,0
C00097,Minorista,Quito,Tratamiento,1
C00821,Minorista,Quito,Tratamiento,0
C00779,Mayorista,Manta,Control,0
C00157,Mayorista,Guayaquil,Tratamiento,1
C00420,Minorista,Quito,Tratamiento,0
C01679,Mayorista,Quito,Control,0
C00478,Minorista,Guayaquil,Tratamiento,0
C01763,Mayorista,Cuenca,Control,1
C00669,Minorista,Quito,Control,0
C00874,Minorista,Guayaquil,Tratamiento,1
C01590,Mayorista,Cuenca,Control,0
C01524,Minorista,Quito,Control,0
C00448,Minorista,Quito,Tratamiento,0
C01115,Minorista,Guayaquil,Tratamiento,0
C00179,Mayorista,Quito,Control,0
C00391,Minorista,Guayaquil,Tratamiento,0
C00579,Minorista,Cuenca,Control,0
C01303,Minorista,Quito,Control,0
C01542,Mayorista,Quito,Control,0
C01316,Mayorista,Loja,Control,0
C01484,Mayorista,Guayaquil,Control,0
C01630,Minorista,Quito,Control,0
C01549,Minorista,Guayaquil,Tratamiento,0
C00807,Mayorista,Quito,Control,1
C00889,Minorista,Guayaquil,Tratamiento,0
C00665,Minorista,Quito,Tratamiento,0
C00143,Minorista,Quito,Tratamiento,1
C01367,Minorista,Loja,Tratamiento,0
C01286,Minorista,Guayaquil,Tratamiento,0
C00422,Minorista,Guayaquil,Control,0
C00637,Minorista,Loja,Control,0
C01264,Minorista,Cuenca,Tratamiento,0
C01793,Minorista,Guayaquil,Control,0
C00616,Mayorista,Quito,Control,1
C00295,Mayorista,Loja,Tratamiento,1
C00765,Minorista,Quito,Tratamiento,0
C01709,Mayorista,Quito,Control,0
C00089,Minorista,Quito,Tratamiento,0
C00042,Minorista,Quito,Tratamiento,1
C01622,Minorista,Manta,Tratamiento,0
C01737,Mayorista,Guayaquil,Control,0
C00132,Minorista,Loja,Tratamiento,0
C01474,Minorista,Loja,Control,0
C00811,Minorista,Quito,Control,0
C00924,Minorista,Cuenca,Control,0
C01669,Mayorista,Guayaquil,Tratamiento,0
C00974,Minorista,Loja,Tratamiento,0
C00165,Minorista,Manta,Tratamiento,1
C00725,Mayorista,Quito,Control,1
C00291,Mayorista,Guayaquil,Control,1
C01703,Minorista,Quito,Tratamiento,0
C00835,Mayorista,Manta,Control,0
C00349,Mayorista,Quito,Control,1
C00572,Minorista,Guayaquil,Control,0
C00799,Minorista,Quito,Tratamiento,0
C01696,Minorista,Quito,Control,0
C00966,Mayorista,Quito,Tratamiento,1
C01436,Minorista,Manta,Tratamiento,0
C01757,Minorista,Loja,Tratamiento,0
C00840,Mayorista,Quito,Control,0
C00459,Minorista,Guayaquil,Tratamiento,0
C00376,Minorista,Loja,Control,0
C00334,Minorista,Cuenca,Tratamiento,0
C01607,Minorista,Cuenca,Control,0
C01762,Minorista,Guayaquil,Tratamiento,0
C01456,Minorista,Quito,Tratamiento,0
C01704,Mayorista,Cuenca,Control,0
C01182,Minorista,Guayaquil,Tratamiento,0
C01671,Mayorista,Loja,Control,0
C01035,Minorista,Quito,Tratamiento,1
C01733,Mayorista,Guayaquil,Control,0
C00329,Minorista,Quito,Tratamiento,0
C01193,Minorista,Guayaquil,Control,0
C00319,Minorista,Manta,Tratamiento,0
C01379,Minorista,Cuenca,Tratamiento,0
C01221,Minorista,Cuenca,Tratamiento,0
C01563,Mayorista,Manta,Tratamiento,1
C00168,Minorista,Quito,Tratamiento,0
C00013,Minorista,Loja,Tratamiento,0
C00172,Minorista,Quito,Control,0
C00650,Mayorista,Quito,Control,1
C00261,Mayorista,Quito,Control,1
C01243,Mayorista,Quito,Control,0
C01616,Minorista,Quito,Tratamiento,0
C00673,Minorista,Guayaquil,Tratamiento,0
C00259,Mayorista,Cuenca,Control,0
C01190,Minorista,Quito,Tratamiento,0
C00139,Minorista,Loja,Control,0
C00550,Minorista,Cuenca,Tratamiento,0
C00863,Minorista,Quito,Control,0
C01376,Minorista,Quito,Control,0
C01119,Minorista,Quito,Tratamiento,0
C01068,Minorista,Guayaquil,Tratamiento,0
C00559,Minorista,Manta,Tratamiento,0
C00140,Mayorista,Quito,Control,1
C01565,Minorista,Quito,Control,0
C00532,Minorista,Quito,Tratamiento,0
C00225,Minorista,Guayaquil,Tratamiento,0
C00724,Mayorista,Quito,Control,1
C00787,Minorista,Quito,Tratamiento,0
C00825,Minorista,Manta,Tratamiento,1
C00410,Minorista,Guayaquil,Tratamiento,0
C00326,Mayorista,Quito,Control,0
C00965,Minorista,Quito,Tratamiento,0
C00300,Mayorista,Cuenca,Control,0
C01139,Minorista,Manta,Tratamiento,0
C01183,Minorista,Guayaquil,Control,0
C00940,Minorista,Loja,Control,0
C01672,Minorista,Manta,Tratamiento,1
C00715,Minorista,Quito,Tratamiento,0
C00194,Minorista,Quito,Tratamiento,0
C00441,Minorista,Loja,Tratamiento,0
C00574,Mayorista,Quito,Control,1
C00504,Minorista,Loja,Tratamiento,0
C00606,Minorista,Quito,Tratamiento,0
C01055,Minorista,Cuenca,Tratamiento,0
C01609,Mayorista,Guayaquil,Control,1
C00004,Minorista,Quito,Tratamiento,0
C01042,Minorista,Cuenca,Tratamiento,0
C01108,Minorista,Manta,Tratamiento,0
C00468,Minorista,Quito,Control,0
C00322,Minorista,Quito,Control,0
C00006,Minorista,Guayaquil,Tratamiento,0
C00223,Minorista,Quito,Tratamiento,0
C00548,Minorista,Quito,Tratamiento,0
C00229,Mayorista,Quito,Control,0
C00040,Minorista,Quito,Tratamiento,0
C00543,Minorista,Manta,Tratamiento,0
C00243,Minorista,Quito,Tratamiento,0
C01716,Minorista,Quito,Tratamiento,0
C00137,Minorista,Loja,Tratamiento,0
C01079,Minorista,Manta,Tratamiento,0
C01581,Minorista,Quito,Tratamiento,0
C01418,Minorista,Manta,Control,0
C01434,Minorista,Quito,Tratamiento,0
C00830,Minorista,Quito,Tratamiento,0
C00446,Mayorista,Guayaquil,Tratamiento,0
C00843,Mayorista,Cuenca,Control,0
C00980,Minorista,Guayaquil,Tratamiento,1
C01698,Mayorista,Quito,Control,0
C01074,Mayorista,Quito,Control,0
C01643,Minorista,Guayaquil,Tratamiento,0
C00582,Minorista,Quito,Tratamiento,0
C01589,Minorista,Loja,Control,0
C01770,Minorista,Quito,Tratamiento,0
C00662,Minorista,Cuenca,Tratamiento,0
C00437,Minorista,Guayaquil,Tratamiento,0
C01670,Minorista,Quito,Tratamiento,0
C00377,Minorista,Quito,Tratamiento,1
C01330,Minorista,Guayaquil,Tratamiento,0
C00315,Mayorista,Manta,Control,0
C00443,Minorista,Quito,Tratamiento,0
C01038,Minorista,Guayaquil,Tratamiento,0
C00320,Minorista,Quito,Tratamiento,0
C00282,Minorista,Quito,Tratamiento,0
C00933,Mayorista,Guayaquil,Control,1
C01358,Minorista,Quito,Control,0
C01604,Minorista,Cuenca,Tratamiento,0
C00425,Minorista,Manta,Tratamiento,0
C00554,Mayorista,Cuenca,Tratamiento,1
C00595,Minorista,Quito,Tratamiento,1
C01764,Minorista,Quito,Tratamiento,0
C00369,Minorista,Quito,Tratamiento,1
C01252,Minorista,Manta,Tratamiento,0
C01179,Minorista,Manta,Control,0
C01424,Mayorista,Quito,Control,0
C01457,Minorista,Quito,Tratamiento,0
C01442,Minorista,Quito,Tratamiento,0
C00228,Minorista,Quito,Tratamiento,1
C01001,Mayorista,Cuenca,Control,1
C01091,Minorista,Quito,Control,0
C01621,Mayorista,Guayaquil,Tratamiento,0
C00964,Minorista,Cuenca,Tratamiento,1
C00067,Mayorista,Guayaquil,Control,0
C00394,Minorista,Guayaquil,Tratamiento,0
C00580,Mayorista,Manta,Control,1
C00025,Minorista,Quito,Tratamiento,0
C00212,Minorista,Cuenca,Tratamiento,0
C01385,Minorista,Quito,Tratamiento,0
C00145,Minorista,Guayaquil,Tratamiento,0
C00537,Minorista,Guayaquil,Tratamiento,0
C00812,Minorista,Quito,Tratamiento,0
C01007,Minorista,Quito,Tratamiento,0
C00926,Minorista,Guayaquil,Tratamiento,0
C00086,Minorista,Quito,Control,0
C01623,Minorista,Quito,Tratamiento,1
C00273,Minorista,Guayaquil,Control,0
C01162,Mayorista,Manta,Control,1
C01445,Minorista,Quito,Tratamiento,0
C01106,Minorista,Manta,Control,0
C01625,Minorista,Guayaquil,Tratamiento,0
C00631,Minorista,Quito,Tratamiento,0
C01235,Minorista,Guayaquil,Control,0
C01683,Minorista,Manta,Tratamiento,0
C00916,Minorista,Quito,Tratamiento,0
C01234,Minorista,Guayaquil,Control,0
C01037,Minorista,Quito,Control,0
C00506,Minorista,Quito,Tratamiento,0
C00274,Minorista,Loja,Tratamiento,0
C01198,Minorista,Loja,Tratamiento,0
C01597,Minorista,Quito,Tratamiento,0
C00363,Minorista,Guayaquil,Tratamiento,0
C01454,Minorista,Manta,Control,0
C00623,Minorista,Guayaquil,Tratamiento,0
C00003,Minorista,Guayaquil,Tratamiento,1
C00007,Minorista,Guayaquil,Tratamiento,0
C01002,Minorista,Guayaquil,Control,0
C00312,Minorista,Guayaquil,Tratamiento,0
C01218,Minorista,Manta,Tratamiento,0
C00927,Minorista,Loja,Control,0
C00666,Minorista,Quito,Control,0
C00365,Minorista,Manta,Tratamiento,0
C01773,Minorista,Quito,Tratamiento,1
C00216,Mayorista,Guayaquil,Control,1
C01739,Minorista,Quito,Control,1
C00028,Minorista,Quito,Tratamiento,0
C01573,Mayorista,Quito,Control,1
C00526,Minorista,Loja,Tratamiento,0
C01651,Minorista,Quito,Tratamiento,0
C00947,Mayorista,Manta,Control,0
C00639,Minorista,Quito,Control,0
C00303,Mayorista,Manta,Control,0
C00719,Minorista,Quito,Tratamiento,0
C00692,Minorista,Cuenca,Tratamiento,0
C01717,Minorista,Cuenca,Tratamiento,0
C01224,Minorista,Guayaquil,Tratamiento,0
C00625,Minorista,Cuenca,Tratamiento,0
C00008,Minorista,Quito,Control,0
C00257,Mayorista,Guayaquil,Tratamiento,0
C00804,Mayorista,Quito,Control,1
C00026,Mayorista,Quito,Tratamiento,1
C00337,Minorista,Quito,Control,0
C00573,Minorista,Guayaquil,Tratamiento,0
C00048,Minorista,Guayaquil,Tratamiento,0
C01332,Minorista,Manta,Tratamiento,0
C00107,Minorista,Manta,Tratamiento,0
C00350,Minorista,Quito,Tratamiento,0
C00056,Minorista,Loja,Tratamiento,0
C00239,Minorista,Cuenca,Tratamiento,0
C00214,Minorista,Cuenca,Tratamiento,0
C00121,Minorista,Cuenca,Tratamiento,0
C01133,Minorista,Quito,Tratamiento,0
C01031,Mayorista,Cuenca,Control,1
C00794,Mayorista,Guayaquil,Control,0
C00073,Minorista,Cuenca,Tratamiento,1
C00923,Minorista,Guayaquil,Tratamiento,0
C00813,Mayorista,Guayaquil,Tratamiento,1
C01555,Minorista,Quito,Tratamiento,0
C00078,Minorista,Guayaquil,Tratamiento,0
C00945,Minorista,Cuenca,Tratamiento,0
C01297,Minorista,Loja,Tratamiento,0
C00046,Minorista,Guayaquil,Tratamiento,0
C01510,Minorista,Quito,Control,0
C00524,Minorista,Guayaquil,Tratamiento,0
C00233,Minorista,Loja,Tratamiento,0
C00645,Minorista,Quito,Control,0
C01323,Minorista,Cuenca,Control,0
C01359,Minorista,Guayaquil,Tratamiento,0
C01080,Minorista,Manta,Tratamiento,0
C00534,Minorista,Cuenca,Tratamiento,0
C01557,Minorista,Quito,Tratamiento,0
C01360,Minorista,Manta,Tratamiento,1
C00604,Mayorista,Quito,Control,0
C00466,Minorista,Quito,Control,0
C01533,Mayorista,Quito,Control,0
C00789,Minorista,Manta,Tratamiento,0
C01527,Minorista,Quito,Tratamiento,0
C01262,Mayorista,Guayaquil,Tratamiento,1
C01199,Minorista,Loja,Tratamiento,0
C00061,Mayorista,Guayaquil,Control,0
C01177,Mayorista,Loja,Control,1
C01714,Minorista,Guayaquil,Control,0
C00093,Minorista,Cuenca,Tratamiento,0
C00667,Mayorista,Guayaquil,Control,1
C00986,Minorista,Guayaquil,Control,0
C01674,Minorista,Quito,Tratamiento,1
C00195,Minorista,Quito,Tratamiento,0
C00281,Minorista,Cuenca,Tratamiento,0
C00696,Minorista,Guayaquil,Tratamiento,0
C00991,Minorista,Guayaquil,Tratamiento,0
C00360,Minorista,Loja,Control,0
C01560,Minorista,Quito,Tratamiento,1
C00520,Minorista,Manta,Control,0
C01294,Mayorista,Guayaquil,Control,0
C01205,Mayorista,Cuenca,Tratamiento,0
C01357,Minorista,Quito,Tratamiento,0
C01619,Minorista,Loja,Tratamiento,0
C00848,Minorista,Cuenca,Tratamiento,0
C00183,Minorista,Quito,Tratamiento,0
C01229,Minorista,Cuenca,Control,0
C01789,Mayorista,Cuenca,Control,0
C00111,Minorista,Manta,Tratamiento,1
C01103,Minorista,Cuenca,Tratamiento,0
C01335,Mayorista,Guayaquil,Control,1
C01107,Minorista,Loja,Tratamiento,0
C00043,Minorista,Guayaquil,Tratamiento,0
C00747,Minorista,Cuenca,Tratamiento,0
C00126,Minorista,Quito,Tratamiento,0
C00205,Mayorista,Quito,Control,0
C01308,Minorista,Manta,Control,0
C00053,Minorista,Quito,Tratamiento,0
C01402,Minorista,Manta,Tratamiento,0
C00546,Minorista,Quito,Control,0
C00069,Mayorista,Cuenca,Control,0
C01095,Minorista,Quito,Tratamiento,0
C01748,Minorista,Quito,Tratamiento,0
C00508,Minorista,Quito,Tratamiento,0
C01394,Minorista,Guayaquil,Tratamiento,0
C00330,Minorista,Quito,Tratamiento,0
C01048,Minorista,Loja,Tratamiento,0
C00184,Mayorista,Quito,Control,0
C00138,Minorista,Quito,Tratamiento,0
C00900,Minorista,Quito,Tratamiento,0
C00797,Minorista,Guayaquil,Tratamiento,1
C00133,Minorista,Guayaquil,Tratamiento,0
C00081,Mayorista,Manta,Control,1
C01451,Mayorista,Cuenca,Control,1
C00542,Minorista,Guayaquil,Tratamiento,0
C01668,Minorista,Quito,Control,0
C00984,Minorista,Manta,Tratamiento,0
C00166,Minorista,Guayaquil,Tratamiento,0
C00249,Minorista,Guayaquil,Control,0
C00447,Minorista,Guayaquil,Tratamiento,0
C01041,Minorista,Cuenca,Tratamiento,0
C00859,Mayorista,Quito,Control,0
C01097,Minorista,Quito,Tratamiento,0
C00098,Minorista,Cuenca,Tratamiento,0
C01774,Minorista,Guayaquil,Tratamiento,0
C00738,Minorista,Manta,Tratamiento,0
C01134,Minorista,Quito,Tratamiento,0
C00103,Minorista,Quito,Tratamiento,0
C00435,Minorista,Quito,Control,0
C00075,Minorista,Manta,Tratamiento,0
C01614,Minorista,Manta,Tratamiento,0
C01088,Minorista,Guayaquil,Control,0
C00919,Minorista,Guayaquil,Tratamiento,0
C01546,Mayorista,Guayaquil,Control,1
C01744,Minorista,Guayaquil,Tratamiento,0
C01551,Minorista,Loja,Tratamiento,1
C00763,Mayorista,Loja,Control,0
C00990,Minorista,Guayaquil,Tratamiento,0
C00389,Minorista,Quito,Control,0
C00236,Minorista,Quito,Tratamiento,0
C00268,Minorista,Guayaquil,Control,0
C01075,Mayorista,Cuenca,Control,0
C00118,Minorista,Quito,Tratamiento,0
C01449,Minorista,Guayaquil,Tratamiento,0
C00674,Minorista,Cuenca,Control,0
C00250,Minorista,Quito,Tratamiento,0
C01448,Minorista,Quito,Tratamiento,0
C00095,Minorista,Manta,Tratamiento,0
C00034,Minorista,Guayaquil,Tratamiento,0
C01318,Mayorista,Quito,Control,0
C01507,Minorista,Guayaquil,Tratamiento,0
C00449,Minorista,Quito,Control,0
C00717,Minorista,Guayaquil,Tratamiento,0
C01489,Minorista,Quito,Tratamiento,0
C01680,Mayorista,Loja,Tratamiento,0
C00001,Minorista,Guayaquil,Tratamiento,0
C01237,Minorista,Cuenca,Control,0
C00083,Minorista,Loja,Tratamiento,0
C01675,Minorista,Quito,Tratamiento,0
C00677,Minorista,Quito,Control,0
C01306,Minorista,Quito,Tratamiento,0
C01047,Mayorista,Cuenca,Control,1
C00771,Minorista,Manta,Tratamiento,0
C01101,Minorista,Loja,Control,0
C01169,Minorista,Manta,Tratamiento,0
C01426,Minorista,Guayaquil,Tratamiento,0
C01341,Minorista,Quito,Control,0
C00405,Minorista,Guayaquil,Control,0
C01559,Minorista,Guayaquil,Tratamiento,0
C01171,Minorista,Manta,Control,0
C00105,Minorista,Quito,Tratamiento,0
C00689,Minorista,Manta,Tratamiento,0
C01176,Minorista,Quito,Tratamiento,0
C00827,Minorista,Loja,Control,0
C00063,Mayorista,Quito,Tratamiento,1
C00853,Minorista,Quito,Control,0
C01587,Minorista,Quito,Tratamiento,0
C00224,Minorista,Guayaquil,Tratamiento,0
C00146,Minorista,Loja,Tratamiento,1
C01089,Mayorista,Cuenca,Control,0
C00374,Minorista,Guayaquil,Tratamiento,1
C01277,Minorista,Quito,Tratamiento,0
C01645,Minorista,Quito,Tratamiento,0
C01346,Minorista,Quito,Tratamiento,0
C01647,Minorista,Quito,Control,0
C01147,Minorista,Cuenca,Tratamiento,1
C00010,Minorista,Quito,Tratamiento,0
C00450,Mayorista,Guayaquil,Tratamiento,1
C00709,Mayorista,Quito,Control,1
C00256,Minorista,Manta,Tratamiento,0
C00883,Mayorista,Quito,Control,1
C00390,Minorista,Guayaquil,Tratamiento,0
C00909,Minorista,Guayaquil,Tratamiento,0
C00925,Mayorista,Guayaquil,Control,1
C01539,Minorista,Cuenca,Tratamiento,0
C01602,Minorista,Guayaquil,Control,0
C00461,Mayorista,Quito,Control,1
C01146,Minorista,Quito,Control,0
C00959,Minorista,Quito,Control,1
C00502,Minorista,Quito,Control,0
C00740,Minorista,Guayaquil,Tratamiento,0
C01665,Minorista,Quito,Tratamiento,0
C00869,Mayorista,Manta,Control,0
C00732,Mayorista,Guayaquil,Tratamiento,1
C00540,Minorista,Cuenca,Tratamiento,1
C00698,Minorista,Loja,Tratamiento,0
C01253,Minorista,Quito,Control,0
C01238,Minorista,Quito,Control,0
C01032,Minorista,Quito,Tratamiento,0
C00373,Minorista,Guayaquil,Tratamiento,1
C00668,Minorista,Cuenca,Tratamiento,0
C01375,Minorista,Guayaquil,Tratamiento,0
C00358,Minorista,Quito,Tratamiento,0
C00968,Minorista,Quito,Tratamiento,0
C00784,Minorista,Cuenca,Tratamiento,0
C00736,Minorista,Quito,Tratamiento,0
C01036,Minorista,Manta,Tratamiento,0
C00971,Minorista,Quito,Tratamiento,0
C01374,Minorista,Cuenca,Control,1
C01339,Mayorista,Guayaquil,Control,0
C01343,Minorista,Guayaquil,Control,0
C01746,Minorista,Guayaquil,Tratamiento,0
C01550,Minorista,Guayaquil,Tratamiento,0
C00886,Mayorista,Quito,Control,0
C00080,Minorista,Manta,Tratamiento,0
C00815,Minorista,Quito,Tratamiento,0
C01160,Minorista,Guayaquil,Tratamiento,0
C00672,Minorista,Quito,Tratamiento,0
C01381,Minorista,Quito,Tratamiento,0
C00058,Mayorista,Guayaquil,Tratamiento,0
C00134,Minorista,Quito,Tratamiento,1
C01141,Mayorista,Guayaquil,Tratamiento,0
C00934,Minorista,Manta,Tratamiento,0
C01576,Minorista,Cuenca,Tratamiento,1
C00824,Mayorista,Cuenca,Control,1
C00505,Minorista,Guayaquil,Control,0
C01632,Minorista,Cuenca,Tratamiento,0
C00348,Minorista,Quito,Control,0
C00387,Mayorista,Quito,Control,0
C01025,Minorista,Guayaquil,Tratamiento,0
C00895,Minorista,Manta,Tratamiento,0
C00829,Minorista,Loja,Tratamiento,1
C01700,Minorista,Quito,Tratamiento,0
C00476,Minorista,Manta,Tratamiento,0
C01325,Minorista,Loja,Tratamiento,0
C01601,Minorista,Guayaquil,Tratamiento,0
C00653,Minorista,Guayaquil,Tratamiento,1
C00173,Minorista,Guayaquil,Control,0
C01150,Minorista,Quito,Control,0
C00039,Minorista,Guayaquil,Tratamiento,0
C00714,Minorista,Cuenca,Tratamiento,0
C00091,Mayorista,Loja,Control,0
C01740,Mayorista,Guayaquil,Tratamiento,1
C00876,Minorista,Quito,Tratamiento,0
C01701,Minorista,Cuenca,Tratamiento,0
C01094,Minorista,Cuenca,Tratamiento,0
C01156,Minorista,Quito,Tratamiento,0
C01536,Minorista,Manta,Control,0
C01759,Minorista,Guayaquil,Tratamiento,0
C00500,Mayorista,Quito,Control,0
C00339,Minorista,Manta,Tratamiento,0
C00029,Minorista,Manta,Tratamiento,0
C01191,Minorista,Quito,Control,0
C01792,Minorista,Guayaquil,Control,0
C00946,Minorista,Guayaquil,Tratamiento,0
C00170,Mayorista,Manta,Tratamiento,0
C00913,Minorista,Quito,Tratamiento,0
C00492,Minorista,Manta,Tratamiento,0
C00954,Mayorista,Quito,Control,0
C01098,Minorista,Quito,Tratamiento,0
C01033,Minorista,Manta,Control,0
C00588,Minorista,Guayaquil,Tratamiento,0
C00751,Minorista,Loja,Tratamiento,0
C00658,Minorista,Guayaquil,Tratamiento,0
C00235,Minorista,Guayaquil,Control,0
C00733,Mayorista,Quito,Tratamiento,0
C01473,Minorista,Manta,Tratamiento,0
C01157,Minorista,Quito,Control,0
C01324,Minorista,Manta,Tratamiento,0
C01469,Minorista,Cuenca,Control,0
C00935,Minorista,Cuenca,Tratamiento,0
C01066,Minorista,Quito,Tratamiento,0
C00109,Minorista,Quito,Tratamiento,0
C01390,Minorista,Guayaquil,Tratamiento,0
C00569,Minorista,Quito,Tratamiento,0
C01168,Minorista,Quito,Tratamiento,0
C01175,Minorista,Guayaquil,Tratamiento,0
C00891,Minorista,Guayaquil,Tratamiento,0
C00948,Minorista,Guayaquil,Tratamiento,0
C01049,Minorista,Quito,Tratamiento,0
C01215,Minorista,Guayaquil,Tratamiento,0
C01233,Minorista,Manta,Tratamiento,0
C01302,Minorista,Manta,Tratamiento,1
C00885,Mayorista,Quito,Control,0
C01511,Minorista,Quito,Tratamiento,0
C00851,Minorista,Quito,Tratamiento,1
C00735,Mayorista,Guayaquil,Control,1
C00718,Minorista,Quito,Control,0
C00455,Minorista,Guayaquil,Tratamiento,0
C00265,Minorista,Quito,Control,1
C00076,Minorista,Quito,Tratamiento,0
C00445,Minorista,Cuenca,Tratamiento,0
C00396,Minorista,Guayaquil,Tratamiento,0
C00177,Minorista,Quito,Tratamiento,0
C01043,Minorista,Loja,Tratamiento,0
C01566,Minorista,Quito,Control,0
C01260,Minorista,Guayaquil,Tratamiento,0
C01241,Minorista,Guayaquil,Tratamiento,0
C00596,Minorista,Quito,Tratamiento,0
C00062,Minorista,Guayaquil,Tratamiento,0
C00873,Minorista,Guayaquil,Control,0
C01342,Minorista,Cuenca,Tratamiento,0
C01690,Mayorista,Cuenca,Control,1
C00279,Minorista,Guayaquil,Control,0
C00037,Minorista,Guayaquil,Tratamiento,0
C01366,Minorista,Manta,Tratamiento,0
C00663,Minorista,Manta,Tratamiento,0
C01626,Mayorista,Loja,Control,0
C01300,Minorista,Cuenca,Tratamiento,0
C00978,Minorista,Quito,Control,0
C01417,Mayorista,Guayaquil,Control,1
C00739,Minorista,Quito,Tratamiento,0
C00192,Minorista,Manta,Control,0
C00920,Minorista,Loja,Tratamiento,0
C00457,Minorista,Loja,Tratamiento,0
C00676,Minorista,Quito,Tratamiento,0
C00761,Mayorista,Cuenca,Control,0
C01627,Mayorista,Manta,Control,0
C00729,Minorista,Manta,Control,0
C00413,Minorista,Guayaquil,Tratamiento,0
C01099,Minorista,Manta,Tratamiento,0
C00826,Minorista,Manta,Tratamiento,0
C01348,Minorista,Quito,Tratamiento,0
C00617,Mayorista,Manta,Control,1
C00115,Minorista,Loja,Tratamiento,0
C00418,Minorista,Guayaquil,Control,0
C01715,Minorista,Guayaquil,Control,0
C00970,Minorista,Manta,Control,0
C00605,Minorista,Manta,Control,0
C01722,Minorista,Guayaquil,Tratamiento,1
C00090,Minorista,Guayaquil,Tratamiento,0
C00849,Minorista,Quito,Control,0
C01526,Minorista,Cuenca,Tratamiento,0
C01721,Minorista,Guayaquil,Tratamiento,0
C00754,Minorista,Quito,Control,0
C00499,Minorista,Guayaquil,Control,0
C00012,Minorista,Quito,Control,0
C00397,Minorista,Quito,Tratamiento,0
C00285,Minorista,Quito,Control,0
C01067,Mayorista,Quito,Control,1
C01192,Minorista,Manta,Control,0
C00691,Mayorista,Quito,Control,1
C01472,Minorista,Guayaquil,Tratamiento,1
C01687,Minorista,Manta,Tratamiento,0
C00690,Minorista,Guayaquil,Tratamiento,0
C00852,Minorista,Manta,Tratamiento,0
C00160,Minorista,Guayaquil,Tratamiento,1
C00896,Minorista,Cuenca,Tratamiento,0
C01421,Minorista,Guayaquil,Tratamiento,0
C00258,Minorista,Cuenca,Tratamiento,0
C00336,Minorista,Quito,Control,0
C01691,Minorista,Guayaquil,Tratamiento,0
C01040,Minorista,Guayaquil,Tratamiento,1
C00516,Minorista,Manta,Tratamiento,0
