cliente_id,razon_social,ciudad,tipo_cliente,fecha_alta,canal_captacion
C00395,Cliente 00395,Quito ,Minorista,2022-10-12,Referido
C00396,Cliente 00396,Guayaquil,Minorista,2025-10-21,Referido
C00397,Cliente 00397,Quito,Minorista,2022-07-12,Visita comercial
C00398,Cliente 00398, Quito,Minorista,2021-09-15,Referido
C00399,Cliente 00399,Guayaquil,Minorista,,Referido
C00400,Cliente 00400,Guayaquil,Mayorista,2025-11-10,Redes sociales
C00401,Cliente 00401,Quito,Minorista,2021-11-30,Visita comercial
C00402,Cliente 00402,Guayaquil,Minorista,2025-04-04,Punto de venta
C00403,Cliente 00403,Guayaquil,Minorista,2025-03-04,Visita comercial
C00404,Cliente 00404,Cuenca,Mayorista,2025-08-09,Visita comercial
C00405,Cliente 00405,Guayaquil,Minorista,2023-05-20,Punto de venta
C00406,Cliente 00406,Cuenca,Minorista,2022-08-26,Punto de venta
C00407,Cliente 00407,Quito,Minorista,2023-10-12,Referido
C00408,Cliente 00408,Cuenca,Minorista,2022-02-27,Redes sociales
C00409,Cliente 00409,Guayaquil,Minorista,2025-03-24,Referido
C00410,Cliente 00410,Guayaquil,Minorista,2024-06-10,Visita comercial
C00411,Cliente 00411,Guayaquil,Minorista,2023-08-27,Redes sociales
C00412,Cliente 00412,Quito,Minorista,2023-10-18,Referido
C00413,Cliente 00413,Guayaquil,Minorista,2024-08-27,Redes sociales
C00414,Cliente 00414,Cuenca,Mayorista,2023-10-30,Visita comercial
C00415,Cliente 00415,Manta,Minorista,2025-03-19,Punto de venta
C00416,Cliente 00416,Loja,Minorista,2025-08-02,Punto de venta
C00417,Cliente 00417,Guayaquil,Minorista,2025-09-11,Visita comercial
C00418,Cliente 00418,Guayaquil,Minorista,2024-04-02,Visita comercial
C00419,Cliente 00419,Cuenca,Minorista,2024-10-15,Referido
C00420,Cliente 00420,quito,Minorista,2022-11-24,Punto de venta
C00421,Cliente 00421,Manta,Minorista,2021-09-13,Punto de venta
C00422,Cliente 00422,Guayaquil,Minorista,2023-04-16,Punto de venta
C00423,Cliente 00423,Quito,Mayorista,,Referido
C00424,Cliente 00424,Quito,Mayorista,2022-02-13,Referido
C00425,Cliente 00425,manta,Minorista,2023-12-05,Redes sociales
C00426,Cliente 00426,Quito,Minorista,2022-05-18,Visita comercial
C00427,Cliente 00427,QUITO,Minorista,2023-06-01,Punto de venta
C00428,Cliente 00428,Quito,Minorista,,Visita comercial
C00429,Cliente 00429,Quito,Minorista,,Referido
C00430,Cliente 00430,Quito ,Minorista,2025-01-31,Redes sociales
C00431,Cliente 00431,Cuenca,Minorista,2024-11-09,Redes sociales
C00432,Cliente 00432,Quito,Minorista,2024-08-15,Redes sociales
C00433,Cliente 00433,Manta,Mayorista,2022-07-26,Referido
C00434,Cliente 00434,Manta,Minorista,2023-11-10,Punto de venta
C00435,Cliente 00435,Quito,Minorista,2021-12-29,Punto de venta
C00436,Cliente 00436,Quito,Minorista,2023-03-05,Punto de venta
C00437,Cliente 00437,Guayaquil,Minorista,2023-10-02,Redes sociales
C00438,Cliente 00438,Quito,Minorista,2024-06-18,Redes sociales
C00439,Cliente 00439,Quito,Mayorista,2021-12-16,Redes sociales
C00440,Cliente 00440,Loja,Minorista,2025-02-04,Referido
C00441,Cliente 00441,Loja,Minorista,2023-07-19,Referido
C00442,Cliente 00442,Cuenca,Minorista,2025-05-24,Redes sociales
C00443,Cliente 00443,Quito,Minorista,2023-11-05,Visita comercial
C00444,Cliente 00444,Cuenca ,Minorista,2023-12-07,Visita comercial
C00445,Cliente 00445,Cuenca,Minorista,2024-07-27,Punto de venta
C00446,Cliente 00446,Guayaquil,Mayorista,2025-02-15,Visita comercial
C00447,Cliente 00447,Guayaquil,Minorista,2022-03-24,Redes sociales
C00448,Cliente 00448,Quito,Minorista,2023-10-11,Redes sociales
C00449,Cliente 00449,Quito,Minorista,2021-08-31,Visita comercial
C00450,Cliente 00450,Guayaquil,Mayorista,2023-08-13,Punto de venta
C00451,Cliente 00451,Quito,Minorista,2025-02-05,Visita comercial
C00452,Cliente 00452,Quito,Minorista,2025-04-29,Punto de venta
C00453,Cliente 00453,Manta,Minorista,2022-10-11,Punto de venta
C00454,Cliente 00454,Loja,Minorista,2023-03-25,Referido
C00455,Cliente 00455,Guayaquil,Minorista,2023-12-14,Visita comercial
C00456,Cliente 00456,Manta,Minorista,2023-04-09,Referido
C00457,Cliente 00457,Loja,Minorista,2022-04-25,Referido
C00458,Cliente 00458,Quito,Minorista,2022-11-14,Referido
C00459,Cliente 00459,Guayaquil,Minorista,2023-04-22,Punto de venta
C00460,Cliente 00460,Guayaquil,Mayorista,2023-10-22,Referido
C00461,Cliente 00461,Quito,Mayorista,2025-07-27,Punto de venta
C00462,Cliente 00462,Cuenca,Minorista,2023-12-03,Visita comercial
C00463,Cliente 00463,Guayaquil,Minorista,2023-03-26,Punto de venta
C00464,Cliente 00464,Guayaquil ,Minorista,2024-06-05,Referido
C00465,Cliente 00465,Quito,Mayorista,2024-12-02,Referido
C00466,Cliente 00466,Quito,Minorista,2023-06-03,Redes sociales
C00467,Cliente 00467,Manta,Minorista,2023-09-05,Visita comercial
C00468,Cliente 00468,Quito,Minorista,2022-06-28,Punto de venta
C00469,Cliente 00469,Quito,Mayorista,2025-04-28,Referido
C00470,Cliente 00470,Quito,Minorista,2025-05-01,Redes sociales
C00471,Cliente 00471,Guayaquil ,Minorista,2022-04-20,Redes sociales
C00472,Cliente 00472,Guayaquil,Mayorista,2023-01-19,Redes sociales
C00473,Cliente 00473,Guayaquil,Minorista,2022-09-23,Visita comercial
C00474,Cliente 00474,Quito,Mayorista,2025-07-30,Visita comercial
C00475,Cliente 00475,Quito,Minorista,2021-10-27,Visita comercial
C00476,Cliente 00476,Manta,Minorista,2022-06-11,Referido
C00477,Cliente 00477,Guayaquil,Mayorista,2022-11-30,Visita comercial
C00478,Cliente 00478,Guayaquil,Minorista,,Punto de venta
C00479,Cliente 00479,Cuenca,Minorista,2022-08-17,Redes sociales
C00480,Cliente 00480,Cuenca,Minorista,2023-11-20,Redes sociales
C00481,Cliente 00481,Quito,Minorista,2024-10-22,Referido
C00482,Cliente 00482,Quito,Minorista,2025-03-01,Referido
C00483,Cliente 00483,Guayaquil,Minorista,2021-12-20,Redes sociales
C00484,Cliente 00484, Quito,Minorista,2022-02-22,Referido
C00485,Cliente 00485,Manta,Minorista,2021-12-14,Referido
C00486,Cliente 00486,Guayaquil,Minorista,2025-07-09,Referido
C00487,Cliente 00487,Cuenca,Minorista,2024-05-23,Redes sociales
C00488,Cliente 00488,Manta,Minorista,2023-11-12,Punto de venta
C00489,Cliente 00489,Guayaquil,Minorista,2024-12-31,Referido
C00490,Cliente 00490,Manta,Mayorista,2024-02-07,Redes sociales
C00491,Cliente 00491,guayaquil,Minorista,,Visita comercial
C00492,Cliente 00492,Manta,Minorista,2023-10-09,Referido
C00493,Cliente 00493,Quito,Minorista,2024-08-13,Punto de venta
C00494,Cliente 00494,Guayaquil,Mayorista,2021-09-10,Visita comercial
C00495,Cliente 00495,Guayaquil,Minorista,2024-03-11,Redes sociales
C00496,Cliente 00496,Quito,Minorista,2023-09-18,Referido
C00497,Cliente 00497,Guayaquil,Minorista,2021-11-03,Visita comercial
C00498,Cliente 00498,Manta,Minorista,2022-09-09,Punto de venta
C00499,Cliente 00499,Guayaquil,Minorista,2023-07-02,Referido
C00500,Cliente 00500,Quito,Mayorista,2023-01-14,Punto de venta
C00501,Cliente 00501,Quito,Minorista,2022-10-22,Referido
C00502,Cliente 00502,Quito,Minorista,2024-05-18,Punto de venta
C00503,Cliente 00503,Quito,Minorista,2023-04-22,Referido
C00504,Cliente 00504,Loja,Minorista,2023-09-19,Referido
C00505,Cliente 00505,Guayaquil,Minorista,2025-01-12,Punto de venta
C00506,Cliente 00506,Quito,Minorista,2021-12-11,Referido
C00507,Cliente 00507,Guayaquil,Minorista,2023-02-10,Referido
C00508,Cliente 00508,Quito,Minorista,2021-11-08,Punto de venta
C00509,Cliente 00509,Quito,Mayorista,2025-08-06,Redes sociales
C00510,Cliente 00510,Cuenca,Minorista,2022-05-08,Punto de venta
C00511,Cliente 00511,Guayaquil,Minorista,2025-02-15,Redes sociales
C00512,Cliente 00512,Loja,Minorista,2022-05-16,Punto de venta
C00513,Cliente 00513,Guayaquil,Minorista,2022-12-15,Punto de venta
C00514,Cliente 00514,Guayaquil,Minorista,2024-03-14,Redes sociales
C00515,Cliente 00515,Cuenca,Mayorista,2025-03-06,Referido
C00516,Cliente 00516,Manta,Minorista,2022-04-25,Visita comercial
C00517,Cliente 00517,Cuenca,Mayorista,2022-06-20,Redes sociales
C00518,Cliente 00518,Loja ,Mayorista,2025-05-25,Punto de venta
C00519,Cliente 00519,Cuenca,Minorista,2022-12-12,Referido
C00520,Cliente 00520,Manta,Minorista,2022-06-15,Visita comercial
C00521,Cliente 00521,Quito,Minorista,2024-10-16,Referido
C00522,Cliente 00522,Cuenca,Minorista,2021-12-07,Redes sociales
C00523,Cliente 00523,Guayaquil,Mayorista,2025-05-02,Punto de venta
C00524,Cliente 00524,Guayaquíl,Minorista,2025-05-16,Visita comercial
C00525,Cliente 00525,Cuenca,Mayorista,2025-04-15,Redes sociales
C00526,Cliente 00526,Loja,Minorista,2022-10-30,Punto de venta
C00527,Cliente 00527,Loja,Minorista,2022-01-13,Punto de venta
C00528,Cliente 00528,Quito,Minorista,2023-05-26,Visita comercial
C00529,Cliente 00529,Cuenca,Minorista,2023-01-01,Punto de venta
C00530,Cliente 00530,Cuenca,Minorista,2025-09-26,Redes sociales
C00531,Cliente 00531,Quito,Minorista,2024-04-20,Punto de venta
C00532,Cliente 00532,Quito,Minorista,2025-09-02,Visita comercial
C00533,Cliente 00533,Quito,Mayorista,2024-10-28,Redes sociales
C00534,Cliente 00534,Cuenca,Minorista,2024-08-31,Redes sociales
C00535,Cliente 00535,Guayaquil,Minorista,2022-01-09,Referido
C00536,Cliente 00536,Loja,Minorista,2021-11-02,Referido
C00537,Cliente 00537,Guayaquil,Minorista,2021-09-27,Redes sociales
C00538,Cliente 00538,Loja ,Mayorista,2024-02-19,Redes sociales
C00539,Cliente 00539,Guayaquil,Minorista,2022-06-02,Visita comercial
C00540,Cliente 00540, cuenca,Minorista,2025-11-13,Referido
C00541,Cliente 00541,Quito,Minorista,2022-02-12,Visita comercial
C00542,Cliente 00542,Guayaquil,Minorista,,Punto de venta
C00543,Cliente 00543,Manta,Minorista,2024-06-17,Punto de venta
C00544,Cliente 00544,Loja,Mayorista,2021-12-31,Referido
C00545,Cliente 00545,Manta,Minorista,2021-10-16,Visita comercial
C00546,Cliente 00546,Quito,Minorista,2023-04-09,Visita comercial
C00547,Cliente 00547,Quito,Minorista,2023-01-08,Redes sociales
C00548,Cliente 00548,Quito,Minorista,2022-12-01,Punto de venta
C00549,Cliente 00549,quito,Mayorista,2023-11-07,Redes sociales
C00550,Cliente 00550,Cuenca,Minorista,2022-02-07,Visita comercial
C00551,Cliente 00551,Cuenca,Minorista,2022-02-07,Visita comercial
C00552,Cliente 00552,Cuenca,Minorista,2024-07-30,Referido
C00553,Cliente 00553,Manta,Minorista,2025-11-15,Punto de venta
C00554,Cliente 00554,cuenca,Mayorista,2022-09-26,Redes sociales
C00555,Cliente 00555,Manta,Minorista,,Redes sociales
C00556,Cliente 00556,Quito,Minorista,2023-01-17,Referido
C00557,Cliente 00557,Quito,Minorista,2023-01-03,Punto de venta
C00558,Cliente 00558,Guayaquil,Minorista,2021-12-06,Referido
C00559,Cliente 00559,Manta,Minorista,2023-05-23,Punto de venta
C00560,Cliente 00560,Quito,Minorista,2023-09-19,Punto de venta
C00561,Cliente 00561,Guayaquil,Minorista,2024-06-11,Redes sociales
C00562,Cliente 00562,Cuenca ,Minorista,2022-03-25,Punto de venta
C00563,Cliente 00563,Quito,Minorista,2022-05-12,Referido
C00564,Cliente 00564,Guayaquil,Minorista,2023-06-06,Punto de venta
C00565,Cliente 00565,Manta,Minorista,,Visita comercial
C00566,Cliente 00566,Cuenca,Minorista,2022-03-01,Redes sociales
C00567,Cliente 00567,Quito,Mayorista,2024-04-16,Visita comercial
C00568,Cliente 00568,Manta,Minorista,2025-09-18,Visita comercial
C00569,Cliente 00569,Quito,Minorista,2024-01-17,Visita comercial
C00570,Cliente 00570,Manta,Minorista,2022-03-03,Referido
C00571,Cliente 00571,Quito,Minorista,2025-11-16,Redes sociales
C00572,Cliente 00572,Guayaquil,Minorista,2023-10-28,Referido
C00573,Cliente 00573,Guayaquil,Minorista,2024-09-03,Referido
C00574,Cliente 00574,Quito,Mayorista,2022-05-26,Punto de venta
C00575,Cliente 00575,manta,Minorista,2024-01-26,Punto de venta
C00576,Cliente 00576,Quito,Minorista,2021-11-14,Visita comercial
C00577,Cliente 00577,Quito,Minorista,2024-04-11,Referido
C00578,Cliente 00578,Quito,Minorista,2022-06-03,Redes sociales
C00579,Cliente 00579,Cuenca,Minorista,2025-07-09,Punto de venta
C00580,Cliente 00580,Manta,Mayorista,2021-10-10,Referido
C00581,Cliente 00581,Loja,Minorista,2024-05-24,Punto de venta
C00582,Cliente 00582,Quito,Minorista,2022-02-23,Visita comercial
C00583,Cliente 00583,Guayaquil,Minorista,2024-07-18,Referido
C00584,Cliente 00584,Quito,Minorista,2023-09-12,Punto de venta
C00585,Cliente 00585,Guayaquil,Mayorista,2025-10-09,Redes sociales
C00586,Cliente 00586,Loja,Minorista,2024-05-22,Punto de venta
C00587,Cliente 00587,Cuenca,Minorista,2023-03-02,Visita comercial
C00588,Cliente 00588,Guayaquil,Minorista,2021-12-01,Visita comercial
C00589,Cliente 00589,Guayaquil,Minorista,2024-02-23,Visita comercial
C00590,Cliente 00590,Manta,Minorista,2023-06-20,Visita comercial
C00591,Cliente 00591,Guayaquil,Minorista,2021-10-07,Visita comercial
C00592,Cliente 00592,Quito,Minorista,2024-01-30,Redes sociales
C00593,Cliente 00593,Quito,Mayorista,2022-06-15,Redes sociales
C00594,Cliente 00594,Quito,Minorista,2022-07-24,Punto de venta
C00595,Cliente 00595,Quito,Minorista,2021-07-29,Referido
C00596,Cliente 00596,Quito,Minorista,2023-03-02,Visita comercial
C00597,Cliente 00597,Guayaquil,Minorista,2022-06-29,Punto de venta
C00598,Cliente 00598,Guayaquil,Mayorista,2021-11-06,Visita comercial
C00599,Cliente 00599,Quito,Minorista,2023-06-09,Punto de venta
C00600,Cliente 00600,Guayaquil,Minorista,2022-07-02,Visita comercial
C00601,Cliente 00601,Loja,Mayorista,2022-02-14,Redes sociales
C00602,Cliente 00602,Cuenca,Minorista,2023-07-31,Punto de venta
C00603,Cliente 00603,Guayaquil,Minorista,2021-10-24,Redes sociales
C00604,Cliente 00604,Quito,Mayorista,2025-11-15,Redes sociales
C00605,Cliente 00605,Manta,Minorista,2023-08-07,Punto de venta
C00606,Cliente 00606,Quito,Minorista,2025-11-25,Visita comercial
C00607,Cliente 00607,Quito,Mayorista,2025-05-25,Punto de venta
C00608,Cliente 00608,MANTA,Mayorista,2025-10-29,Punto de venta
C00609,Cliente 00609,Guayaquil,Minorista,2023-11-30,Punto de venta
C00610,Cliente 00610,Cuenca,Minorista,2023-05-22,Referido
C00611,Cliente 00611,Guayaquil ,Minorista,2024-09-08,Referido
C00612,Cliente 00612,Cuenca,Mayorista,2021-11-21,Punto de venta
C00613,Cliente 00613,Quito,Minorista,2025-03-20,Redes sociales
C00614,Cliente 00614,Quito,Minorista,2022-12-14,Referido
C00615,Cliente 00615,Quito,Minorista,2021-07-26,Visita comercial
C00616,Cliente 00616,Quito,Mayorista,2022-07-30,Visita comercial
C00617,Cliente 00617,Manta,Mayorista,2022-08-06,Referido
C00618,Cliente 00618,Quito,Minorista,2021-08-06,Visita comercial
C00619,Cliente 00619,Guayaquil,Minorista,2024-06-18,Visita comercial
C00620,Cliente 00620,Cuenca,Mayorista,2021-12-14,Visita comercial
C00621,Cliente 00621,Cuenca,Mayorista,2025-03-30,Punto de venta
C00622,Cliente 00622,Guayaquil,Minorista,2023-07-10,Visita comercial
C00623,Cliente 00623,Guayaquil,Minorista,2024-09-06,Visita comercial
C00624,Cliente 00624,Loja,Minorista,2023-01-09,Referido
C00625,Cliente 00625,Cuenca,Minorista,2022-02-11,Referido
C00626,Cliente 00626,Manta,Minorista,2022-04-29,Punto de venta
C00627,Cliente 00627,Manta,Minorista,2024-05-13,Punto de venta
C00628,Cliente 00628,Cuenca,Minorista,2024-09-02,Referido
C00629,Cliente 00629, Quito,Mayorista,2022-09-16,Referido
C00630,Cliente 00630,Guayaquil,Minorista,2023-02-06,Referido
C00631,Cliente 00631,QUITO,Minorista,2025-09-04,Visita comercial
C00632,Cliente 00632,cuenca,Minorista,2025-04-07,Referido
C00633,Cliente 00633,Loja,Minorista,2023-05-06,Visita comercial
C00634,Cliente 00634,Guayaquil,Minorista,2022-08-04,Visita comercial
C00635,Cliente 00635,Guayaquil,Minorista,2022-11-09,Redes sociales
C00636,Cliente 00636,Quito,Minorista,2023-11-23,Visita comercial
C00637,Cliente 00637,Loja,Minorista,2024-01-07,Visita comercial
C00638,Cliente 00638,Quito,Mayorista,2022-05-05,Redes sociales
C00639,Cliente 00639,Quito,Minorista,,Referido
C00640,Cliente 00640,Quito,Mayorista,2023-09-15,Visita comercial
C00641,Cliente 00641,Quito,Mayorista,2025-01-10,Visita comercial
C00642,Cliente 00642,Guayaquil,Mayorista,2022-03-15,Visita comercial
C00643,Cliente 00643,Guayaquil,Minorista,2023-04-29,Referido
C00644,Cliente 00644,Quito,Minorista,2022-03-30,Punto de venta
C00645,Cliente 00645,Quito,Minorista,2022-08-06,Punto de venta
C00646,Cliente 00646,Quito,Minorista,2024-03-20,Referido
C00647,Cliente 00647,Guayaquil,Minorista,2022-10-15,Referido
C00648,Cliente 00648,Quito,Mayorista,2022-09-10,Punto de venta
C00649,Cliente 00649,Cuenca,Minorista,2025-11-24,Redes sociales
C00650,Cliente 00650,Quito,Mayorista,2022-04-16,Visita comercial
C00651,Cliente 00651,Quito,Minorista,2022-05-13,Visita comercial
C00652,Cliente 00652,Guayaquil,Minorista,2025-08-10,Referido
C00653,Cliente 00653,Guayaquil,Minorista,2023-12-12,Redes sociales
C00654,Cliente 00654,quito,Minorista,2021-09-21,Visita comercial
C00655,Cliente 00655,Quito,Minorista,2023-05-25,Referido
C00656,Cliente 00656,Manta,Minorista,2024-01-05,Referido
C00657,Cliente 00657,Quito,Minorista,,Referido
C00658,Cliente 00658,Guayaquil,Minorista,2023-12-09,Redes sociales
C00659,Cliente 00659,Guayaquil,Minorista,2024-05-17,Punto de venta
C00660,Cliente 00660,Quito,Mayorista,2022-08-19,Redes sociales
C00661,Cliente 00661,Guayaquil,Minorista,2025-02-03,Visita comercial
C00662,Cliente 00662,Cuenca,Minorista,2023-07-09,Visita comercial
C00663,Cliente 00663,Manta,Minorista,2025-10-03,Punto de venta
C00664,Cliente 00664,Quito,Minorista,2021-12-02,Redes sociales
C00665,Cliente 00665,Quito,Minorista,2022-12-15,Visita comercial
C00666,Cliente 00666,Quito,Minorista,2024-09-11,Referido
C00667,Cliente 00667,Guayaquil,Mayorista,2025-06-15,Punto de venta
C00668,Cliente 00668,Cuenca,Minorista,2022-07-04,Punto de venta
C00669,Cliente 00669,Quito,Minorista,2025-10-30,Punto de venta
C00670,Cliente 00670,Quito,Minorista,2022-05-20,Redes sociales
C00671,Cliente 00671,Loja,Minorista,2023-05-11,Referido
C00672,Cliente 00672,Quito,Minorista,2022-11-30,Referido
C00673,Cliente 00673,guayaquil,Minorista,2023-05-24,Visita comercial
C00674,Cliente 00674,Cuenca,Minorista,2025-06-27,Punto de venta
C00675,Cliente 00675,Quito,Minorista,2024-09-29,Redes sociales
C00676,Cliente 00676,Quito,Minorista,2025-01-09,Visita comercial
C00677,Cliente 00677,Quito,Minorista,2022-08-25,Punto de venta
C00678,Cliente 00678,Manta,Minorista,2025-09-07,Referido
C00679,Cliente 00679,Quito,Minorista,2023-06-11,Visita comercial
C00680,Cliente 00680,Quito,Minorista,2024-05-23,Referido
C00681,Cliente 00681,Quito,Minorista,,Punto de venta
C00682,Cliente 00682,Quito,Minorista,2024-06-09,Punto de venta
C00683,Cliente 00683,guayaquil,Mayorista,2024-03-03,Redes sociales
C00684,Cliente 00684,Quito,Minorista,2023-08-22,Punto de venta
C00685,Cliente 00685,Guayaquil,Minorista,2024-05-16,Punto de venta
C00686,Cliente 00686,Guayaquil,Minorista,2025-07-02,Punto de venta
C00687,Cliente 00687,Manta,Mayorista,2023-03-30,Punto de venta
C00688,Cliente 00688,Quito,Minorista,2023-10-10,Referido
C00689,Cliente 00689,Manta,Minorista,2022-04-29,Punto de venta
C00690,Cliente 00690,Guayaquil,Minorista,2023-02-03,Redes sociales
C00691,Cliente 00691,Quito,Mayorista,2024-12-01,Punto de venta
C00692,Cliente 00692,Cuenca,Minorista,2024-05-04,Visita comercial
C00693,Cliente 00693,Manta,Mayorista,2022-06-17,Punto de venta
C00694,Cliente 00694,Quito,Minorista,2023-12-05,Punto de venta
C00695,Cliente 00695,Manta,Mayorista,2025-02-03,Referido
C00696,Cliente 00696,Guayaquíl,Minorista,2022-01-29,Punto de venta
C00697,Cliente 00697,Guayaquil,Minorista,2021-10-22,Referido
C00698,Cliente 00698,Loja,Minorista,2023-04-04,Visita comercial
C00699,Cliente 00699,Quito,Minorista,2024-05-30,Visita comercial
C00700,Cliente 00700,Manta,Minorista,2022-11-28,Punto de venta
C00701,Cliente 00701,Quito,Minorista,2025-02-17,Redes sociales
C00702,Cliente 00702,Cuenca,Minorista,2025-03-30,Referido
C00703,Cliente 00703,Guayaquíl,Minorista,2023-11-14,Redes sociales
C00704,Cliente 00704,quito,Minorista,2023-03-13,Referido
C00705,Cliente 00705,Guayaquil,Mayorista,2021-09-19,Referido
C00706,Cliente 00706,Quito,Minorista,2025-02-18,Punto de venta
C00707,Cliente 00707,Quito ,Minorista,2025-06-16,Punto de venta
C00708,Cliente 00708,Quito,Minorista,2023-06-22,Punto de venta
C00709,Cliente 00709,Quito,Mayorista,2023-10-19,Redes sociales
C00710,Cliente 00710,Quito,Minorista,2024-11-01,Punto de venta
C00711,Cliente 00711, Quito,Minorista,2024-07-31,Referido
C00712,Cliente 00712,Cuenca,Mayorista,2022-02-16,Referido
C00713,Cliente 00713,Cuenca,Mayorista,,Visita comercial
C00714,Cliente 00714,Cuenca,Minorista,2025-08-02,Redes sociales
C00715,Cliente 00715,Quito,Minorista,2024-10-28,Redes sociales
C00716,Cliente 00716,Manta,Minorista,,Punto de venta
C00717,Cliente 00717,Guayaquil,Minorista,2023-10-30,Referido
C00718,Cliente 00718,Quito,Minorista,2022-09-03,Visita comercial
C00719,Cliente 00719,Quito,Minorista,2024-06-06,Redes sociales
C00720,Cliente 00720,Cuenca,Minorista,2022-08-05,Punto de venta
C00721,Cliente 00721,Quito ,Minorista,2023-01-12,Referido
C00722,Cliente 00722,Guayaquil,Minorista,2022-09-12,Visita comercial
C00723,Cliente 00723,Loja,Minorista,2023-01-02,Referido
C00724,Cliente 00724,Quito,Mayorista,2023-02-21,Referido
C00725,Cliente 00725,Quito,Mayorista,2021-11-24,Referido
C00726,Cliente 00726,Loja,Minorista,2024-09-05,Referido
C00727,Cliente 00727,Guayaquil,Minorista,2023-06-20,Redes sociales
C00728,Cliente 00728,Quito,Minorista,2025-09-11,Referido
C00729,Cliente 00729,Manta,Minorista,2022-04-30,Referido
C00730,Cliente 00730,Manta,Minorista,2024-06-19,Visita comercial
C00731,Cliente 00731,Guayaquil,Mayorista,2022-04-27,Punto de venta
C00732,Cliente 00732,Guayaquil,Mayorista,2023-12-07,Referido
C00733,Cliente 00733,Quito,Mayorista,2023-09-08,Referido
C00734,Cliente 00734,Quito,Mayorista,2023-07-02,Visita comercial
C00735,Cliente 00735,Guayaquil ,Mayorista,2024-05-27,Redes sociales
C00736,Cliente 00736,Quito,Minorista,2025-03-01,Punto de venta
C00737,Cliente 00737,Cuenca,Mayorista,2022-12-03,Visita comercial
C00738,Cliente 00738, Manta,Minorista,2025-04-04,Visita comercial
C00739,Cliente 00739,Quito,Minorista,2022-05-06,Visita comercial
C00740,Cliente 00740,Guayaquil,Minorista,2022-10-26,Redes sociales
C00741,Cliente 00741,Quito,Minorista,2022-11-24,Punto de venta
C00742,Cliente 00742,Manta,Minorista,,Referido
C00743,Cliente 00743,Quito,Minorista,2022-01-20,Referido
C00744,Cliente 00744,Guayaquil,Minorista,2023-04-08,Punto de venta
C00745,Cliente 00745,Guayaquil,Minorista,2023-05-25,Punto de venta
C00746,Cliente 00746,Guayaquil,Mayorista,2025-01-15,Referido
C00747,Cliente 00747,Cuenca,Minorista,2023-08-31,Visita comercial
C00748,Cliente 00748,Cuenca,Minorista,2025-10-08,Referido
C00749,Cliente 00749,Guayaquil,Minorista,2024-10-11,Punto de venta
C00750,Cliente 00750,Cuenca,Minorista,2024-08-13,Punto de venta
C00751,Cliente 00751,Loja,Minorista,2024-10-31,Punto de venta
C00752,Cliente 00752,Guayaquil,Mayorista,2022-03-30,Punto de venta
C00753,Cliente 00753,Guayaquil,Minorista,2023-07-03,Referido
C00754,Cliente 00754,Quito,Minorista,,Referido
C00755,Cliente 00755,Cuenca,Minorista,2022-06-13,Visita comercial
C00756,Cliente 00756,Guayaquil,Minorista,2022-01-21,Punto de venta
C00757,Cliente 00757,Guayaquil,Mayorista,2022-02-17,Redes sociales
C00758,Cliente 00758,Quito,Minorista,2024-12-28,Referido
C00759,Cliente 00759,Manta ,Mayorista,2024-05-31,Visita comercial
C00760,Cliente 00760,Guayaquil,Minorista,2022-10-08,Punto de venta
C00761,Cliente 00761,Cuenca,Mayorista,,Punto de venta
C00762,Cliente 00762,Quito,Minorista,2024-07-31,Punto de venta
C00763,Cliente 00763,Loja,Mayorista,2025-02-10,Visita comercial
C00764,Cliente 00764,Quito,Mayorista,2025-07-10,Punto de venta
C00765,Cliente 00765, Quito,Minorista,2025-05-26,Punto de venta
C00766,Cliente 00766,Manta,Mayorista,2022-04-30,Punto de venta
C00767,Cliente 00767,Manta,Minorista,2024-11-26,Punto de venta
C00768,Cliente 00768,Quito,Minorista,2023-04-04,Punto de venta
C00769,Cliente 00769,Guayaquil,Mayorista,2023-04-20,Punto de venta
C00770,Cliente 00770,Cuenca,Minorista,2024-05-15,Redes sociales
C00771,Cliente 00771,Manta,Minorista,2024-03-04,Referido
C00772,Cliente 00772,Quito,Minorista,2023-05-17,Referido
C00773,Cliente 00773,Guayaquil,Minorista,2025-11-30,Punto de venta
C00774,Cliente 00774,Cuenca,Mayorista,2022-04-20,Redes sociales
C00775,Cliente 00775,Cuenca,Minorista,2021-12-17,Visita comercial
C00776,Cliente 00776,Cuenca,Minorista,2021-08-30,Visita comercial
C00777,Cliente 00777,Guayaquil,Minorista,2025-02-06,Punto de venta
C00778,Cliente 00778,Quito,Minorista,2023-04-26,Punto de venta
C00779,Cliente 00779,Manta,Mayorista,2023-06-14,Punto de venta
C00780,Cliente 00780,Manta,Mayorista,2024-05-18,Referido
C00781,Cliente 00781,Cuenca,Minorista,2023-06-11,Punto de venta
C00782,Cliente 00782,Quito,Minorista,2024-01-19,Punto de venta
C00783,Cliente 00783,Quito,Minorista,2021-10-16,Referido
C00784,Cliente 00784,Cuenca,Minorista,2022-03-21,Visita comercial
C00785,Cliente 00785,Quito ,Minorista,2025-08-14,Punto de venta
C00786,Cliente 00786,Loja,Minorista,2023-07-06,Visita comercial
C00787,Cliente 00787,Quito,Minorista,2022-04-08,Redes sociales
C00788,Cliente 00788,Cuenca,Minorista,2023-02-26,Punto de venta
C00789,Cliente 00789,Manta,Minorista,2023-01-01,Punto de venta
