factura_id,fecha,cliente_id,sucursal_id,producto_id,cantidad,precio_unitario,descuento,es_devolucion
F114311,2024-03-30,C01623,S01,P0060,3,5.04,0.0,False
C100247,2024-03-31,C00022,S99,P0047,-43,2.65,0.0,True
F101366,2024-03-31,C00150,S02,P0045,19,2.8,0.0,False
F101366,2024-03-31,C00150,S02,P0050,39,3.0,0.0,False
F101366,2024-03-31,C00150,S02,P0011,14,0.79,0.0,False
F101555,2024-03-31,C00171,S01,P0034,1,2.12,0.0,False
F101555,2024-03-31,C00171,S01,P0021,4,1.53,0.0,False
F101555,2024-03-31,C00171,S01,P0033,3,2.18,0.0,False
F105699,2024-03-31,C00642,S02,P0013,9,0.86,0.0,False
F105699,2024-03-31,C00642,S02,P0055,47,2.9,0.05,False
F105699,2024-03-31,C00642,S02,P0057,38,4.91,0.0,False
F106364,2024-03-31,C00720,S03,P0068,2,1.05,0.0,False
F106364,2024-03-31,C00720,S03,P0023,1,1.55,0.1,False
F108317,2024-03-31,C00939,S99,P0029,3,2.85,0.0,False
F108317,2024-03-31,C00939,S99,P0025,4,1.36,0.0,False
F108317,2024-03-31,C00939,S99,P0064,2,0.97,0.0,False
F108317,2024-03-31,C00939,S99,P0001,2,1.12,0.0,False
F108806,2024-03-31,C00995,S04,P0012,1,0.63,0.0,False
F108806,2024-03-31,C00995,S04,P0037,2,3.93,0.0,False
F108806,2024-03-31,C00995,S04,P0025,4,1.36,0.0,False
F109185,2024-03-31,C01035,S99,P0022,4,1.55,0.0,False
F109185,2024-03-31,C01035,S99,P0005,1,1.25,0.0,False
F109185,2024-03-31,C01035,S99,P0033,4,2.18,0.0,False
F109185,2024-03-31,C01035,S99,P0020,1,1.57,0.05,False
F111483,2024-03-31,C01310,S99,P0046,2,2.73,0.0,False
F111483,2024-03-31,C01310,S99,P0014,3,0.74,0.15,False
F111483,2024-03-31,C01310,S99,P0017,3,1.51,0.0,False
F111483,2024-03-31,C01310,S99,P0051,2,1.9,0.0,False
F111483,2024-03-31,C01310,S99,P0059,4,5.91,0.0,False
F112930,2024-03-31,C01476,S04,P0066,3,0.89,0.0,False
F112930,2024-03-31,C01476,S04,P0068,1,1.05,0.0,False
F112930,2024-03-31,C01476,S04,P0041,1,3.84,0.0,False
F112930,2024-03-31,C01476,S04,P0043,1,4.18,0.0,False
F113461,2024-03-31,C01537,S01,P0058,4,4.82,0.0,False
F113461,2024-03-31,C01537,S01,P0047,3,2.65,0.1,False
F113461,2024-03-31,C01537,S01,P0065,3,1.05,0.0,False
F113461,2024-03-31,C01537,S01,P0031,3,2.52,0.1,False
F113461,2024-03-31,C01537,S01,P0010,1,0.65,0.0,False
F113461,2024-03-31,C01537,S01,P0051,3,1.9,0.0,False
F113554,2024-03-31,C01542,S01,P0027,28,3.19,0.0,False
F113554,2024-03-31,C01542,S01,P0039,24,3.94,0.0,False
F113554,2024-03-31,C01542,S01,P0005,23,1.25,0.15,False
F113554,2024-03-31,C01542,S01,P0018,32,1.44,0.0,False
F114011,2024-03-31,C01597,S99,P0035,2,1.74,0.1,False
F114011,2024-03-31,C01597,S99,P0048,3,2.82,0.0,False
F114011,2024-03-31,C01597,S99,P0071,3,1.12,0.0,False
F114011,2024-03-31,C01597,S99,P0059,2,5.91,0.1,False
F114011,2024-03-31,C01597,S99,P0022,3,1.55,0.0,False
F114011,2024-03-31,C01597,S99,P0063,1,1.03,0.0,False
F114184,2024-03-31,C01614,S99,P0027,1,3.19,0.1,False
F114184,2024-03-31,C01614,S99,P0039,4,3.94,0.0,False
F114184,2024-03-31,C01614,S99,P0027,2,3.19,0.0,False
F114184,2024-03-31,C01614,S99,P0008,1,0.89,0.0,False
F114184,2024-03-31,C01614,S99,P0005,4,1.25,0.0,False
F114184,2024-03-31,C01614,S99,P0062,2,4.26,0.0,False
F115600,2024-03-31,C01762,S02,P0018,2,1.44,0.0,False
F115600,2024-03-31,C01762,S02,P0038,4,4.33,0.0,False
C102381,2024-04-01,C00269,S99,P0047,-13,2.65,0.0,True
C111926,2024-04-01,C01368,S01,P0060,-2,5.04,0.0,True
C112849,2024-04-01,C01467,S01,P0034,-3,2.12,0.0,True
F100193,2024-04-01,C00018,S99,P0020,4,1.57,0.0,False
F100193,2024-04-01,C00018,S99,P0037,4,3.93,0.0,False
F100193,2024-04-01,C00018,S99,P0005,1,1.25,0.0,False
F100193,2024-04-01,C00018,S99,P0012,4,0.63,0.05,False
F101304,2024-04-01,C00140,S99,P0016,26,1.85,0.0,False
F101304,2024-04-01,C00140,S99,P0061,36,4.14,0.0,False
F101428,2024-04-01,C00156,S99,P0073,1,1.17,0.0,False
F101428,2024-04-01,C00156,S99,P0022,4,1.55,0.0,False
F101428,2024-04-01,C00156,S99,P0049,4,3.66,0.15,False
F101428,2024-04-01,C00156,S99,P0049,4,3.66,0.0,False
F101428,2024-04-01,C00156,S99,P0055,4,2.9,0.0,False
F101428,2024-04-01,C00156,S99,P0060,1,5.04,0.0,False
F102923,2024-04-01,C00332,S01,P0042,25,3.98,0.15,False
F102923,2024-04-01,C00332,S01,P0072,32,1.18,0.0,False
F102923,2024-04-01,C00332,S01,P0066,21,0.89,0.05,False
F102923,2024-04-01,C00332,S01,P0073,54,1.17,0.1,False
F102923,2024-04-01,C00332,S01,P0032,15,2.15,0.0,False
F102923,2024-04-01,C00332,S01,P0060,28,5.04,0.0,False
F102923,2024-04-01,C00332,S01,P0032,50,2.15,0.0,False
F102923,2024-04-01,C00332,S01,P0036,34,2.02,0.0,False
F102923,2024-04-01,C00332,S01,P0023,31,1.55,0.0,False
F107050,2024-04-01,C00799,S99,P0013,2,0.86,0.0,False
F107050,2024-04-01,C00799,S99,P0012,3,0.63,0.0,False
F107050,2024-04-01,C00799,S99,P0008,4,0.89,0.0,False
F107050,2024-04-01,C00799,S99,P0050,3,3.0,0.15,False
F107050,2024-04-01,C00799,S99,P0029,2,2.85,0.1,False
F107050,2024-04-01,C00799,S99,P0074,2,1.01,0.0,False
F107344,2024-04-01,C00827,S99,P0025,4,1.36,0.0,False
F107344,2024-04-01,C00827,S99,P0072,4,1.18,0.0,False
F107344,2024-04-01,C00827,S99,P0037,1,3.93,0.0,False
F107344,2024-04-01,C00827,S99,P0067,4,0.97,0.0,False
F107344,2024-04-01,C00827,S99,P0017,2,1.51,0.05,False
F107344,2024-04-01,C00827,S99,P0046,4,2.73,0.0,False
F107674,2024-04-01,C00875,S02,P0030,16,2.51,0.0,False
F107674,2024-04-01,C00875,S02,P0028,23,3.42,0.0,False
F107674,2024-04-01,C00875,S02,P0067,8,0.97,0.0,False
F108121,2024-04-01,C00918,S99,P0030,2,2.51,0.0,False
F108121,2024-04-01,C00918,S99,P0004,4,0.95,0.0,False
F108121,2024-04-01,C00918,S99,P0052,1,2.46,0.0,False
F108121,2024-04-01,C00918,S99,P0015,4,1.38,0.0,False
F108616,2024-04-01,C00969,S03,P0037,16,3.93,0.0,False
F108616,2024-04-01,C00969,S03,P0044,12,2.91,0.0,False
F108616,2024-04-01,C00969,S03,P0045,11,2.8,0.0,False
F108616,2024-04-01,C00969,S03,P0067,14,0.97,0.0,False
F108616,2024-04-01,C00969,S03,P0043,13,4.18,0.0,False
F108616,2024-04-01,C00969,S03,P0064,53,0.97,0.0,False
F108616,2024-04-01,C00969,S03,P0067,35,0.97,0.0,False
F108616,2024-04-01,C00969,S03,P0056,38,5.86,0.0,False
F108616,2024-04-01,C00969,S03,P0043,17,4.18,0.05,False
F109888,2024-04-01,C01100,S99,P0024,3,1.95,0.0,False
F109888,2024-04-01,C01100,S99,P0006,4,1.24,0.0,False
F109888,2024-04-01,C01100,S99,P0026,2,2.52,0.1,False
F109888,2024-04-01,C01100,S99,P0040,4,4.21,0.0,False
F109888,2024-04-01,C01100,S99,P0042,1,3.98,0.0,False
F110726,2024-04-01,C01212,S03,P0055,4,2.9,0.0,False
F110726,2024-04-01,C01212,S03,P0067,1,0.97,0.0,False
F114119,2024-04-01,C01606,S01,P0065,18,1.05,0.0,False
F114119,2024-04-01,C01606,S01,P0074,13,1.01,0.0,False
F114119,2024-04-01,C01606,S01,P0037,53,3.93,0.0,False
F114119,2024-04-01,C01606,S01,P0009,30,0.81,0.0,False
F114119,2024-04-01,C01606,S01,P0041,40,3.84,0.0,False
F114119,2024-04-01,C01606,S01,P0027,22,3.19,0.0,False
C107931,2024-04-02,C00895,S99,P0062,-2,4.26,0.05,True
F100719,2024-04-02,C00083,S05,P0051,1,1.9,0.05,False
F100719,2024-04-02,C00083,S05,P0058,1,4.82,0.0,False
F100719,2024-04-02,C00083,S05,P0014,1,0.74,0.0,False
F100719,2024-04-02,C00083,S05,P0004,1,0.95,0.0,False
F100719,2024-04-02,C00083,S05,P0011,4,0.79,0.1,False
F101096,2024-04-02,C00119,S01,P0051,12,1.9,0.0,False
F101096,2024-04-02,C00119,S01,P0003,30,1.1,0.0,False
F101096,2024-04-02,C00119,S01,P0013,51,0.86,0.05,False
F101096,2024-04-02,C00119,S01,P0017,35,1.51,0.0,False
F101497,2024-04-02,C00163,S02,P0060,2,5.04,0.0,False
F101497,2024-04-02,C00163,S02,P0050,2,3.0,0.0,False
F101497,2024-04-02,C00163,S02,P0016,3,1.85,0.0,False
F101731,2024-04-02,C00194,S01,P0031,1,2.52,0.0,False
F101731,2024-04-02,C00194,S01,P0011,4,0.79,0.1,False
F101731,2024-04-02,C00194,S01,P0004,4,0.95,0.0,False
F101731,2024-04-02,C00194,S01,P0043,3,4.18,0.0,False
F101731,2024-04-02,C00194,S01,P0069,3,0.9,0.0,False
F101731,2024-04-02,C00194,S01,P0011,4,0.79,0.0,False
F105139,2024-04-02,C00591,S02,P0037,1,3.93,0.0,False
F105139,2024-04-02,C00591,S02,P0062,3,4.26,0.0,False
F105546,2024-04-02,C00633,S99,P0040,3,4.21,0.1,False
F105546,2024-04-02,C00633,S99,P0009,1,0.81,0.0,False
F105546,2024-04-02,C00633,S99,P0003,1,1.1,0.0,False
F105634,2024-04-02,C00639,S99,P0071,4,1.12,0.05,False
F105634,2024-04-02,C00639,S99,P0042,3,3.98,0.0,False
F105634,2024-04-02,C00639,S99,P0045,2,2.8,0.0,False
F105830,2024-04-02,C00653,S99,P0054,2,2.84,0.0,False
F105830,2024-04-02,C00653,S99,P0036,2,2.02,0.05,False
F105830,2024-04-02,C00653,S99,P0042,4,3.98,0.0,False
F105830,2024-04-02,C00653,S99,P0011,2,0.79,0.0,False
F105830,2024-04-02,C00653,S99,P0013,4,0.86,0.0,False
F105830,2024-04-02,C00653,S99,P0056,3,5.86,0.05,False
F106656,2024-04-02,C00754,S01,P0037,4,3.93,0.0,False
F106656,2024-04-02,C00754,S01,P0017,3,1.51,0.05,False
F106656,2024-04-02,C00754,S01,P0045,1,2.8,0.0,False
F107824,2024-04-02,C00885,S01,P0013,44,0.86,0.0,False
F107824,2024-04-02,C00885,S01,P0029,45,2.85,0.1,False
F107824,2024-04-02,C00885,S01,P0037,37,3.93,0.0,False
F107824,2024-04-02,C00885,S01,P0010,26,0.65,0.0,False
F107824,2024-04-02,C00885,S01,P0052,59,2.46,0.0,False
F107824,2024-04-02,C00885,S01,P0024,22,1.95,0.0,False
F107824,2024-04-02,C00885,S01,P0072,57,1.18,0.0,False
F107824,2024-04-02,C00885,S01,P0069,36,0.9,0.0,False
F107824,2024-04-02,C00885,S01,P0011,47,0.79,0.0,False
F107824,2024-04-02,C00885,S01,P0060,12,5.04,0.05,False
F108635,2024-04-02,C00969,S03,P0021,11,1.53,0.15,False
F108635,2024-04-02,C00969,S03,P0064,44,0.97,0.15,False
F108635,2024-04-02,C00969,S03,P0045,8,2.8,0.0,False
F108635,2024-04-02,C00969,S03,P0041,59,3.84,0.0,False
F108635,2024-04-02,C00969,S03,P0011,45,0.79,0.1,False
F108635,2024-04-02,C00969,S03,P0069,25,0.9,0.0,False
F108635,2024-04-02,C00969,S03,P0017,54,1.51,0.0,False
F108635,2024-04-02,C00969,S03,P0054,28,2.84,0.0,False
F108635,2024-04-02,C00969,S03,P0051,44,1.9,0.05,False
F108635,2024-04-02,C00969,S03,P0040,11,4.21,0.0,False
F111103,2024-04-02,C01247,S05,P0050,3,3.0,0.0,False
F111103,2024-04-02,C01247,S05,P0065,2,1.05,0.0,False
F111103,2024-04-02,C01247,S05,P0009,4,0.81,0.0,False
F111103,2024-04-02,C01247,S05,P0022,2,1.55,0.0,False
F111103,2024-04-02,C01247,S05,P0038,3,4.33,0.0,False
F111962,2024-04-02,C01372,S99,P0061,3,4.14,0.0,False
F111962,2024-04-02,C01372,S99,P0040,1,4.21,0.0,False
F111962,2024-04-02,C01372,S99,P0065,4,1.05,0.0,False
F111962,2024-04-02,C01372,S99,P0002,3,1.04,0.0,False
F113181,2024-04-02,C01506,S05,P0008,11,0.89,0.1,False
F113181,2024-04-02,C01506,S05,P0051,55,1.9,0.0,False
F114226,2024-04-02,C01618,S02,P0030,3,2.51,0.0,False
F114226,2024-04-02,C01618,S02,P0041,3,3.84,0.0,False
F114617,2024-04-02,C01658,S03,P0038,3,4.33,0.0,False
F114617,2024-04-02,C01658,S03,P0049,4,3.66,0.0,False
F114617,2024-04-02,C01658,S03,P0074,3,1.01,0.0,False
F114617,2024-04-02,C01658,S03,P0004,3,0.95,0.0,False
F114647,2024-04-02,C01660,S03,P0051,4,1.9,0.0,False
F114647,2024-04-02,C01660,S03,P0035,2,1.74,0.0,False
F115573,2024-04-02,C01756,S01,P0028,43,3.42,0.0,False
F115573,2024-04-02,C01756,S01,P0027,11,3.19,0.0,False
F115573,2024-04-02,C01756,S01,P0063,26,1.03,0.0,False
F115675,2024-04-02,C01772,S01,P0050,50,3.0,0.0,False
F115675,2024-04-02,C01772,S01,P0013,10,0.86,0.05,False
F115675,2024-04-02,C01772,S01,P0039,55,3.94,0.05,False
F115675,2024-04-02,C01772,S01,P0010,35,0.65,0.0,False
F115675,2024-04-02,C01772,S01,P0064,32,0.97,0.0,False
F115675,2024-04-02,C01772,S01,P0035,41,1.74,0.0,False
F115675,2024-04-02,C01772,S01,P0054,27,2.84,0.0,False
F115675,2024-04-02,C01772,S01,P0007,43,0.76,0.0,False
F115675,2024-04-02,C01772,S01,P0009,56,0.81,0.0,False
F115675,2024-04-02,C01772,S01,P0031,53,2.52,0.0,False
F115675,2024-04-02,C01772,S01,P0020,25,1.57,0.0,False
C104647,2024-04-03,C00538,S05,P0033,-37,2.18,0.0,True
C109914,2024-04-03,C01104,S02,P0037,-32,3.93,0.1,True
F101896,2024-04-03,C00215,S01,P0022,1,1.55,0.0,False
F101896,2024-04-03,C00215,S01,P0003,1,1.1,0.0,False
F101896,2024-04-03,C00215,S01,P0061,2,4.14,0.0,False
F101950,2024-04-03,C00221,S02,P0018,10,1.44,0.0,False
F101950,2024-04-03,C00221,S02,P0057,38,4.91,0.0,False
F101950,2024-04-03,C00221,S02,P0038,24,4.33,0.0,False
F105787,2024-04-03,C00648,S01,P0017,15,1.51,0.05,False
F105787,2024-04-03,C00648,S01,P0022,55,1.55,0.0,False
F105787,2024-04-03,C00648,S01,P0034,14,2.12,0.0,False
F105787,2024-04-03,C00648,S01,P0061,46,4.14,0.0,False
F105787,2024-04-03,C00648,S01,P0049,20,3.66,0.0,False
F105787,2024-04-03,C00648,S01,P0004,24,0.95,0.0,False
F105787,2024-04-03,C00648,S01,P0009,38,0.81,0.05,False
F105787,2024-04-03,C00648,S01,P0035,38,1.74,0.0,False
F107016,2024-04-03,C00794,S02,P0071,9,1.12,0.0,False
F107016,2024-04-03,C00794,S02,P0031,27,2.52,0.1,False
F107016,2024-04-03,C00794,S02,P0066,43,0.89,0.0,False
F107016,2024-04-03,C00794,S02,P0044,46,2.91,0.0,False
F107016,2024-04-03,C00794,S02,P0013,10,0.86,0.0,False
F107016,2024-04-03,C00794,S02,P0062,45,4.26,0.0,False
F107016,2024-04-03,C00794,S02,P0068,28,1.05,0.0,False
F107016,2024-04-03,C00794,S02,P0020,37,1.57,0.15,False
F107016,2024-04-03,C00794,S02,P0034,56,2.12,0.0,False
F107016,2024-04-03,C00794,S02,P0054,45,2.84,0.0,False
F107173,2024-04-03,C00808,S03,P0057,48,4.91,0.0,False
F107173,2024-04-03,C00808,S03,P0048,47,2.82,0.0,False
F107173,2024-04-03,C00808,S03,P0010,31,0.65,0.1,False
F107173,2024-04-03,C00808,S03,P0007,16,0.76,0.0,False
F107173,2024-04-03,C00808,S03,P0001,49,1.12,0.0,False
F107173,2024-04-03,C00808,S03,P0003,28,1.1,0.0,False
F107173,2024-04-03,C00808,S03,P0059,47,5.91,0.0,False
F107173,2024-04-03,C00808,S03,P0016,33,1.85,0.05,False
F108543,2024-04-03,C00964,S99,P0021,2,1.53,0.0,False
F108543,2024-04-03,C00964,S99,P0070,1,1.02,0.15,False
F108543,2024-04-03,C00964,S99,P0034,3,2.12,0.0,False
F108543,2024-04-03,C00964,S99,P0003,4,1.1,0.0,False
F108543,2024-04-03,C00964,S99,P0013,4,0.86,0.0,False
F108543,2024-04-03,C00964,S99,P0008,1,0.89,0.1,False
F108560,2024-04-03,C00964,S03,P0042,3,3.98,0.05,False
F108560,2024-04-03,C00964,S03,P0059,2,5.91,0.0,False
F108560,2024-04-03,C00964,S03,P0038,3,4.33,0.0,False
F108560,2024-04-03,C00964,S03,P0012,4,0.63,0.0,False
F108560,2024-04-03,C00964,S03,P0074,3,1.01,0.0,False
F108560,2024-04-03,C00964,S03,P0047,3,2.65,0.0,False
F110527,2024-04-03,C01184,S05,P0038,3,4.33,0.0,False
F110527,2024-04-03,C01184,S05,P0051,4,1.9,0.0,False
F110527,2024-04-03,C01184,S05,P0029,1,2.85,0.0,False
F110527,2024-04-03,C01184,S05,P0043,4,4.18,0.0,False
F110527,2024-04-03,C01184,S05,P0033,3,2.18,0.05,False
F110527,2024-04-03,C01184,S05,P0065,2,1.05,0.05,False
F112483,2024-04-03,C01432,S99,P0020,2,1.57,0.0,False
F112483,2024-04-03,C01432,S99,P0071,1,1.12,0.0,False
F112483,2024-04-03,C01432,S99,P0008,2,0.89,0.0,False
F112483,2024-04-03,C01432,S99,P0070,4,1.02,0.0,False
F112483,2024-04-03,C01432,S99,P0009,2,0.81,0.05,False
F112483,2024-04-03,C01432,S99,P0026,1,2.52,0.05,False
F113157,2024-04-03,C01505,S01,P0032,1,2.15,0.0,False
F113157,2024-04-03,C01505,S01,P0062,1,4.26,0.0,False
F113157,2024-04-03,C01505,S01,P0006,1,1.24,0.0,False
F113157,2024-04-03,C01505,S01,P0025,4,1.36,0.0,False
F113157,2024-04-03,C01505,S01,P0001,3,1.12,0.0,False
F114373,2024-04-03,C01630,S01,P0002,2,1.04,0.0,False
F114373,2024-04-03,C01630,S01,P0037,1,3.93,0.05,False
F114373,2024-04-03,C01630,S01,P0058,2,4.82,0.1,False
F114373,2024-04-03,C01630,S01,P0017,1,1.51,0.15,False
F114373,2024-04-03,C01630,S01,P0044,4,2.91,0.05,False
F114373,2024-04-03,C01630,S01,P0046,1,2.73,0.0,False
F115100,2024-04-03,C01706,S01,P0022,16,1.55,0.0,False
F115100,2024-04-03,C01706,S01,P0003,43,1.1,0.0,False
F115100,2024-04-03,C01706,S01,P0014,52,0.74,0.15,False
F115100,2024-04-03,C01706,S01,P0061,20,4.14,0.0,False
F115100,2024-04-03,C01706,S01,P0048,55,2.82,0.0,False
F115100,2024-04-03,C01706,S01,P0050,42,3.0,0.1,False
F115100,2024-04-03,C01706,S01,P0003,52,1.1,0.15,False
F115100,2024-04-03,C01706,S01,P0026,51,2.52,0.05,False
F115100,2024-04-03,C01706,S01,P0072,23,1.18,0.1,False
F115100,2024-04-03,C01706,S01,P0041,59,3.84,0.0,False
C104347,2024-04-04,C00503,S99,P0002,-3,1.04,0.0,True
C107641,2024-04-04,C00869,S04,P0025,-10,1.36,0.15,True
F102529,2024-04-04,C00281,S03,P0054,3,2.84,0.05,False
F102529,2024-04-04,C00281,S03,P0006,2,1.24,0.05,False
F104089,2024-04-04,C00471,S99,P0067,4,0.97,0.0,False
F104089,2024-04-04,C00471,S99,P0057,1,4.91,0.05,False
F106140,2024-04-04,C00693,S04,P0070,56,1.02,0.0,False
F106140,2024-04-04,C00693,S04,P0067,33,0.97,0.0,False
F106140,2024-04-04,C00693,S04,P0002,46,1.04,0.0,False
F106140,2024-04-04,C00693,S04,P0041,36,3.84,0.15,False
F106140,2024-04-04,C00693,S04,P0038,33,4.33,0.0,False
F106140,2024-04-04,C00693,S04,P0035,19,1.74,0.0,False
F106140,2024-04-04,C00693,S04,P0019,17,1.37,0.0,False
F106140,2024-04-04,C00693,S04,P0058,31,4.82,0.0,False
F106140,2024-04-04,C00693,S04,P0059,12,5.91,0.0,False
F106140,2024-04-04,C00693,S04,P0054,10,2.84,0.0,False
F106140,2024-04-04,C00693,S04,P0015,18,1.38,0.05,False
F110666,2024-04-04,C01202,S02,P0027,2,3.19,0.05,False
F110666,2024-04-04,C01202,S02,P0036,1,2.02,0.15,False
F110666,2024-04-04,C01202,S02,P0056,2,5.86,0.0,False
F110666,2024-04-04,C01202,S02,P0032,4,2.15,0.0,False
F110666,2024-04-04,C01202,S02,P0013,4,0.86,0.05,False
F112031,2024-04-04,C01382,S03,P0029,16,2.85,0.0,False
F112031,2024-04-04,C01382,S03,P0030,40,2.51,0.05,False
F112031,2024-04-04,C01382,S03,P0036,37,2.02,0.0,False
F112031,2024-04-04,C01382,S03,P0021,15,1.53,0.0,False
F112031,2024-04-04,C01382,S03,P0025,51,1.36,0.0,False
F112031,2024-04-04,C01382,S03,P0035,27,1.74,0.0,False
F114228,2024-04-04,C01618,S99,P0008,1,0.89,0.05,False
F114228,2024-04-04,C01618,S99,P0014,2,0.74,0.0,False
F114228,2024-04-04,C01618,S99,P0044,1,2.91,0.0,False
F115009,2024-04-04,C01699,S99,P0067,31,0.97,0.15,False
F115009,2024-04-04,C01699,S99,P0053,51,2.67,0.0,False
F115009,2024-04-04,C01699,S99,P0031,35,2.52,0.0,False
F115280,2024-04-04,C01721,S02,P0035,1,1.74,0.0,False
F115280,2024-04-04,C01721,S02,P0009,3,0.81,0.0,False
F115280,2024-04-04,C01721,S02,P0002,2,1.04,0.0,False
F115280,2024-04-04,C01721,S02,P0006,2,1.24,0.0,False
C109513,2024-04-05,C01063,S04,P0019,-30,1.37,0.1,True
F100992,2024-04-05,C00108,S01,P0063,2,1.03,0.05,False
F100992,2024-04-05,C00108,S01,P0012,2,0.63,0.0,False
F100992,2024-04-05,C00108,S01,P0013,3,0.86,0.0,False
F100992,2024-04-05,C00108,S01,P0022,1,1.55,0.0,False
F100992,2024-04-05,C00108,S01,P0049,4,3.66,0.1,False
F101093,2024-04-05,C00119,S01,P0053,48,2.67,0.15,False
F101093,2024-04-05,C00119,S01,P0003,28,1.1,0.0,False
F101093,2024-04-05,C00119,S01,P0034,43,2.12,0.0,False
F101093,2024-04-05,C00119,S01,P0023,43,1.55,0.0,False
F101093,2024-04-05,C00119,S01,P0044,20,2.91,0.0,False
F101093,2024-04-05,C00119,S01,P0047,18,2.65,0.0,False
F101093,2024-04-05,C00119,S01,P0017,30,1.51,0.0,False
F101093,2024-04-05,C00119,S01,P0023,47,1.55,0.0,False
F101093,2024-04-05,C00119,S01,P0057,20,4.91,0.0,False
F101093,2024-04-05,C00119,S01,P0020,30,1.57,0.1,False
F101251,2024-04-05,C00133,S02,P0044,2,2.91,0.0,False
F101251,2024-04-05,C00133,S02,P0034,3,2.12,0.0,False
F101251,2024-04-05,C00133,S02,P0062,2,4.26,0.05,False
F101251,2024-04-05,C00133,S02,P0029,3,2.85,0.0,False
F103053,2024-04-05,C00347,S04,P0045,54,2.8,0.0,False
F103053,2024-04-05,C00347,S04,P0030,38,2.51,0.0,False
F103053,2024-04-05,C00347,S04,P0040,42,4.21,0.0,False
F103053,2024-04-05,C00347,S04,P0048,8,2.82,0.1,False
F107916,2024-04-05,C00894,S05,P0031,1,2.52,0.15,False
F107916,2024-04-05,C00894,S05,P0032,1,2.15,0.05,False
F107916,2024-04-05,C00894,S05,P0042,1,3.98,0.05,False
F107916,2024-04-05,C00894,S05,P0059,3,5.91,0.0,False
F107916,2024-04-05,C00894,S05,P0007,1,0.76,0.0,False
F107916,2024-04-05,C00894,S05,P0065,3,1.05,0.0,False
F109129,2024-04-05,C01033,S99,P0058,3,4.82,0.0,False
F109129,2024-04-05,C01033,S99,P0061,2,4.14,0.0,False
F109129,2024-04-05,C01033,S99,P0051,3,1.9,0.0,False
F109129,2024-04-05,C01033,S99,P0047,1,2.65,0.1,False
F109338,2024-04-05,C01054,S99,P0055,56,2.9,0.1,False
F109338,2024-04-05,C01054,S99,P0036,53,2.02,0.0,False
F109338,2024-04-05,C01054,S99,P0042,29,3.98,0.0,False
F109338,2024-04-05,C01054,S99,P0040,57,4.21,0.0,False
F109338,2024-04-05,C01054,S99,P0026,25,2.52,0.0,False
F109338,2024-04-05,C01054,S99,P0006,41,1.24,0.0,False
F109338,2024-04-05,C01054,S99,P0042,20,3.98,0.1,False
F109338,2024-04-05,C01054,S99,P0073,12,1.17,0.0,False
F109338,2024-04-05,C01054,S99,P0017,29,1.51,0.0,False
F109338,2024-04-05,C01054,S99,P0032,52,2.15,0.15,False
F114201,2024-04-05,C01615,S99,P0060,4,5.04,0.0,False
F114201,2024-04-05,C01615,S99,P0035,2,1.74,0.05,False
F114218,2024-04-05,C01617,S02,P0063,4,1.03,0.0,False
F114218,2024-04-05,C01617,S02,P0047,3,2.65,0.0,False
F115249,2024-04-05,C01718,S99,P0043,29,4.18,0.05,False
F115249,2024-04-05,C01718,S99,P0038,19,4.33,0.0,False
F115249,2024-04-05,C01718,S99,P0045,33,2.8,0.0,False
F115249,2024-04-05,C01718,S99,P0038,13,4.33,0.0,False
F115249,2024-04-05,C01718,S99,P0008,10,0.89,0.0,False
F115249,2024-04-05,C01718,S99,P0034,10,2.12,0.0,False
F115249,2024-04-05,C01718,S99,P0012,41,0.63,0.0,False
F115249,2024-04-05,C01718,S99,P0005,37,1.25,0.0,False
F115249,2024-04-05,C01718,S99,P0021,12,1.53,0.0,False
F115249,2024-04-05,C01718,S99,P0023,43,1.55,0.05,False
F115249,2024-04-05,C01718,S99,P0002,52,1.04,0.15,False
C101304,2024-04-06,C00140,S99,P0061,-36,4.14,0.0,True
C110667,2024-04-06,C01203,S99,P0073,-34,1.17,0.0,True
F100268,2024-04-06,C00022,S01,P0039,16,3.94,0.0,False
F100268,2024-04-06,C00022,S01,P0038,38,4.33,0.0,False
F100268,2024-04-06,C00022,S01,P0038,30,4.33,0.0,False
F100268,2024-04-06,C00022,S01,P0069,56,0.9,0.0,False
F100268,2024-04-06,C00022,S01,P0032,24,2.15,0.0,False
F100566,2024-04-06,C00061,S02,P0067,57,0.97,0.0,False
F100566,2024-04-06,C00061,S02,P0024,39,1.95,0.0,False
F100566,2024-04-06,C00061,S02,P0055,53,2.9,0.0,False
F100566,2024-04-06,C00061,S02,P0019,30,1.37,0.05,False
F100566,2024-04-06,C00061,S02,P0023,16,1.55,0.0,False
F102856,2024-04-06,C00326,S01,P0003,49,1.1,0.0,False
F102856,2024-04-06,C00326,S01,P0070,17,1.02,0.0,False
F102856,2024-04-06,C00326,S01,P0051,13,1.9,0.0,False
F102856,2024-04-06,C00326,S01,P0007,51,0.76,0.05,False
F102856,2024-04-06,C00326,S01,P0055,24,2.9,0.0,False
F102856,2024-04-06,C00326,S01,P0036,57,2.02,0.1,False
F102856,2024-04-06,C00326,S01,P0012,24,0.63,0.1,False
F102856,2024-04-06,C00326,S01,P0059,53,5.91,0.0,False
F102856,2024-04-06,C00326,S01,P0053,26,2.67,0.1,False
F102856,2024-04-06,C00326,S01,P0040,46,4.21,0.0,False
